WaveLength,Module1,Min%, Max%, Modue2,Min%, Max%
828,184.3996,-5.00,5.00,304.6284,-5.00,5.00,
829,175.3937,-5.00,5.00,290.6508,-5.00,5.00,
830,152.2571,-5.00,5.00,254.6069,-5.00,5.00,
831,145.1136,-5.00,5.00,240.4008,-5.00,5.00,
832,143.1473,-5.00,5.00,234.4646,-5.00,5.00,
833,146.3349,-5.00,5.00,243.8175,-5.00,5.00,
834,159.5098,-5.00,5.00,255.1784,-5.00,5.00,
835,165.0443,-5.00,5.00,266.6023,-5.00,5.00,
836,168.3241,-5.00,5.00,275.0087,-5.00,5.00,
837,174.0522,-5.00,5.00,282.6972,-5.00,5.00,
